fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2023-02-12,55266000000,1466000000,22794000000,443550000,3.305,0.064,0.065,0.129,0.128
2022-11-20,54437000000,1364000000,21471000000,443841000,3.073,0.064,0.081,0.03,0.029
2022-08-28,72091000000,1868000000,20642000000,442664000,4.22,0.09,0.15,0.119,0.116
2022-05-08,52596000000,1353000000,19968000000,443029000,3.054,0.068,0.162,0.109,0.107
2022-02-13,51904000000,1299000000,19418000000,443279000,2.93,0.067,0.159,0.366,0.364
2021-11-21,50363000000,1324000000,18463000000,443434000,2.986,0.072,0.166,0.136,0.134
2021-08-29,62675000000,1670000000,17564000000,441825000,3.78,0.095,0.174,0.202,0.201
2021-05-09,45277000000,1220000000,16482000000,442141000,2.759,0.074,0.215,0.456,0.454
2021-02-14,44769000000,951000000,15652000000,442654000,2.148,0.061,0.146,0.021,0.019
2020-11-22,43208000000,1166000000,14860000000,442955000,2.632,0.078,0.167,0.382,0.378
2020-08-30,53383000000,1389000000,18284000000,441255000,3.148,0.076,,,
2020-05-10,37266000000,838000000,16802000000,441523000,1.898,0.05,,,
2020-02-16,39072000000,931000000,16614000000,441622000,2.108,0.056,,,
2019-11-24,37040000000,844000000,15861000000,441818000,1.91,0.053,,,
2022-08-28,226954000000,5844000000,20642000000,442664000,13.202,0.283,0.158,0.167,0.165
2021-08-29,195929000000,5007000000,17564000000,441825000,11.333,0.285,0.175,0.251,0.25
2020-08-30,166761000000,4002000000,18284000000,441255000,9.07,0.219,0.092,0.094,0.09
2019-09-01,152703000000,3659000000,15243000000,439625000,8.323,0.24,,,
